pm2_5,pm10,co2,voc,temperature,humidity,aqi_category,suggestion
38.61,131.83,1030.55,249.33,29.75,39.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.0,106.35,1095.78,435.17,25.15,60.39,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
11.86,73.26,579.96,314.18,25.6,56.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
101.14,52.12,795.45,133.99,25.75,72.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.23,5.0,823.6,347.26,25.6,49.81,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.73,64.11,843.41,191.95,28.03,52.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.14,58.59,684.36,383.56,28.65,58.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.03,83.66,1070.35,629.05,17.5,42.07,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
45.6,64.61,350.0,196.18,31.26,44.15,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.24,58.79,644.72,370.24,26.55,71.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.79,7.72,861.98,138.19,37.66,46.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
87.05,37.1,864.31,233.16,22.04,72.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.64,86.68,1088.19,254.43,23.66,64.11,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
79.83,130.06,1049.56,220.95,26.99,31.79,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
27.22,66.59,678.61,619.45,30.07,62.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.26,81.47,1074.97,204.01,18.25,62.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.86,103.34,571.49,338.03,23.85,61.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.39,41.62,982.72,10.0,30.96,52.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.35,82.84,1202.63,314.8,23.26,40.9,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,44.08,1053.74,421.31,34.85,75.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.24,100.27,776.44,170.86,25.73,53.48,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
36.05,75.3,667.06,10.0,23.5,41.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.33,80.45,367.85,244.2,31.05,61.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.7,42.61,827.63,252.58,36.04,43.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,94.75,471.2,358.61,30.08,40.76,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.58,142.96,551.72,551.64,34.3,49.37,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
41.83,34.72,452.31,192.99,36.38,45.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
7.75,58.11,634.9,121.56,23.39,41.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
7.62,78.11,743.01,74.96,32.69,67.1,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.61,97.52,818.4,279.71,20.38,53.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.73,50.42,599.87,321.9,30.12,73.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.51,5.0,1017.32,168.15,27.64,42.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.42,117.57,697.95,366.8,34.21,29.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.86,96.62,553.07,319.81,33.86,57.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.18,9.0,806.57,256.48,30.85,82.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,48.74,1240.89,114.64,29.49,62.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.64,124.89,833.79,177.72,30.54,95.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.23,120.67,659.29,10.0,28.31,59.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.41,102.85,368.13,285.37,27.69,58.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
86.22,63.84,695.15,253.95,35.21,22.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
68.16,72.9,808.73,278.27,35.81,61.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.28,65.42,653.1,325.65,27.29,57.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.34,109.49,350.0,307.87,29.19,48.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
104.33,39.35,537.36,233.44,28.41,52.95,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.48,41.8,1113.63,257.3,19.94,53.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.35,105.36,1108.5,39.35,26.32,52.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.4,68.45,528.34,162.44,36.0,86.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.95,118.25,918.19,257.57,24.25,49.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.39,46.5,455.36,139.62,38.57,57.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.66,68.08,1101.08,379.02,33.86,48.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.33,37.72,811.31,151.21,30.01,66.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.18,70.26,987.41,282.45,30.8,57.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.41,18.25,350.0,267.48,23.41,50.8,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.18,52.93,919.41,361.94,26.67,26.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.66,19.73,748.08,385.12,35.21,58.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.63,94.29,962.98,354.1,24.93,50.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
77.6,95.08,978.72,10.0,33.31,54.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,9.44,766.45,429.12,21.11,37.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.29,116.69,599.79,479.1,22.01,76.5,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
71.15,157.41,944.92,177.68,37.51,67.85,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,71.61,734.96,285.5,27.94,76.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.43,47.56,531.8,116.38,25.31,72.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.71,168.85,519.96,10.0,34.81,63.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.81,23.84,380.71,139.19,34.23,37.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.55,70.7,622.43,168.98,32.6,82.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.24,76.29,1025.67,196.77,25.15,41.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
83.81,117.08,794.46,106.16,26.57,50.97,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
63.39,82.59,617.56,139.99,29.56,65.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
71.79,52.55,951.21,248.35,31.47,66.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.04,36.71,541.88,134.47,25.46,63.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
11.77,58.04,773.84,331.53,28.85,49.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.89,34.76,705.09,352.25,29.34,45.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.23,71.67,944.78,607.06,34.43,93.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
9.45,50.25,355.69,418.85,31.77,54.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.82,17.71,537.45,286.47,20.47,52.57,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.99,113.93,350.0,156.96,26.93,44.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.63,52.58,685.1,294.06,23.36,58.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.77,25.62,1052.86,298.99,30.84,57.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.11,64.11,623.64,173.0,32.62,54.76,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.98,72.39,622.33,367.56,28.51,60.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
68.98,8.87,967.93,40.29,26.66,81.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.97,81.61,1017.14,213.34,28.35,46.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.4,33.35,727.86,333.38,29.04,55.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.83,129.89,921.18,206.86,24.8,45.28,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
32.26,88.34,480.76,218.99,21.91,59.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.15,56.0,1094.49,229.33,17.75,46.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
8.72,43.92,1287.18,124.66,34.34,47.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.1,66.33,880.3,426.09,30.48,33.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.38,91.45,350.0,97.29,29.81,56.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.93,69.11,610.44,297.72,34.33,61.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.23,62.4,903.21,312.05,21.72,82.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.39,72.04,644.63,107.71,19.32,62.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.79,48.86,1068.05,260.97,29.92,48.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,57.99,897.04,113.56,29.47,34.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.15,5.0,573.38,458.66,19.34,36.68,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
7.99,104.08,758.07,79.18,29.8,35.57,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
83.87,80.46,526.54,151.92,26.0,83.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,42.93,704.35,66.37,23.96,59.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
82.41,136.46,611.35,46.35,26.33,46.26,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
45.28,73.05,1043.69,488.68,15.79,40.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.58,33.73,1279.0,331.42,25.04,42.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.38,99.99,392.2,271.04,24.48,45.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.98,83.93,350.0,151.51,30.79,74.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.06,83.81,688.71,386.14,27.21,54.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.58,55.1,370.4,126.37,31.19,33.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.86,85.77,761.55,369.05,15.25,89.66,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.76,60.84,937.23,119.12,23.8,37.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.91,89.46,1123.54,153.32,30.78,46.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.58,5.0,800.35,363.74,26.46,74.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.7,54.81,701.71,379.57,32.23,61.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,130.28,350.0,339.62,18.98,47.95,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
6.3,43.15,756.55,92.55,31.66,36.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.58,48.87,767.82,182.99,24.8,40.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.27,54.32,909.74,273.53,24.32,41.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.4,27.48,572.88,122.61,32.96,55.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.46,5.0,641.24,455.64,33.81,57.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.69,61.93,380.5,10.0,33.17,52.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.51,74.76,350.0,133.19,38.19,54.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.54,68.16,472.88,173.57,34.33,39.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.9,64.93,357.42,10.0,24.02,59.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.54,71.51,834.18,40.57,28.71,74.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.21,105.8,620.47,343.79,26.2,52.56,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,63.33,615.44,254.54,38.15,52.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.73,49.91,503.9,485.97,33.52,56.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.81,60.16,350.0,481.78,27.06,71.77,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.4,90.28,1127.08,314.96,32.39,41.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
64.57,119.42,499.93,296.99,21.84,76.76,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
81.64,48.01,646.89,259.89,29.25,61.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.36,73.46,386.28,10.0,23.31,55.43,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,81.84,992.98,40.82,19.56,73.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
8.01,35.26,785.86,265.1,31.92,37.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.38,70.71,543.41,342.4,32.54,62.83,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.65,18.7,651.94,293.45,30.29,61.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.94,8.08,1169.54,116.13,27.09,40.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.86,82.84,731.76,390.61,21.67,61.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.67,56.56,704.57,472.37,22.19,59.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.12,77.08,514.65,390.7,23.15,52.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.71,69.37,350.0,398.44,26.83,67.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.83,35.83,709.99,166.12,33.38,46.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.92,68.42,831.37,411.39,33.3,59.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
6.21,26.84,1024.9,271.86,19.76,53.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.6,118.68,350.0,326.73,24.53,45.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.34,22.54,468.73,304.81,24.4,62.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.27,63.15,604.81,231.78,15.34,51.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
105.81,33.52,749.13,121.0,30.83,32.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.33,89.96,713.74,237.68,26.77,27.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.62,58.4,719.58,398.01,27.43,66.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
18.54,51.85,852.02,183.78,34.73,36.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.51,99.86,524.18,384.0,28.44,59.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.61,71.03,983.54,360.56,25.85,55.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.05,88.08,858.36,205.16,30.86,49.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
104.0,35.65,670.04,458.32,33.29,84.35,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
37.6,20.83,1150.23,196.67,29.48,57.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
68.73,73.75,1139.1,476.43,31.45,66.33,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
22.42,58.84,983.22,315.12,27.27,59.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.13,91.93,350.0,247.62,27.59,51.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
84.27,67.2,1144.74,116.83,28.57,54.71,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
24.33,77.18,948.69,236.76,24.23,76.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
85.31,13.18,1251.6,219.44,25.16,71.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.69,136.1,1059.37,61.26,34.89,84.28,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
25.94,64.25,1144.59,217.36,38.04,58.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.81,94.42,969.66,129.43,35.96,41.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
64.31,40.74,1087.17,337.9,21.38,48.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.55,80.78,1248.53,445.94,20.9,37.18,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,24.4,804.14,65.96,22.05,66.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.82,85.82,356.94,506.85,28.67,46.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.81,57.54,673.13,230.72,13.96,15.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.14,71.02,847.49,103.75,25.06,91.96,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.52,94.43,768.72,363.66,35.04,46.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.44,26.86,438.36,183.03,32.91,46.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
6.62,46.04,350.0,237.74,25.45,80.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.5,86.01,564.71,189.36,25.83,36.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.26,143.44,951.93,127.49,30.84,72.05,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
53.99,65.17,1145.08,358.6,32.68,46.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.02,90.69,979.14,207.05,25.33,35.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.85,66.26,1014.36,34.5,26.83,80.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.48,137.98,729.8,332.66,25.17,68.85,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
38.25,8.85,350.0,69.16,21.34,68.8,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,73.31,636.19,77.01,26.9,60.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.74,13.11,685.31,428.89,26.52,63.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.19,5.0,625.74,70.55,21.7,36.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.79,80.41,763.67,10.0,31.23,56.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
8.08,74.88,860.35,343.43,30.42,41.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.97,60.03,963.25,204.42,31.48,34.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.33,66.28,680.47,217.35,24.16,61.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.01,178.44,350.0,202.82,18.08,72.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.04,60.96,629.28,284.75,30.34,49.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.71,87.85,760.93,137.09,24.68,51.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.74,47.27,1055.7,471.42,23.55,37.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.46,80.33,608.05,28.57,21.71,55.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.1,61.66,878.14,316.73,26.62,66.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.4,55.63,822.52,346.32,35.89,66.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.44,133.66,760.98,136.05,25.47,63.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.14,111.2,982.63,96.44,22.55,45.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.27,74.79,584.79,402.58,31.26,45.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.55,5.0,606.2,101.37,28.86,66.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.03,57.36,747.02,159.0,17.4,67.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
71.39,164.61,589.96,383.1,31.31,52.42,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
17.63,61.93,877.0,255.21,38.64,48.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.33,108.61,571.7,10.0,15.0,72.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.01,120.47,806.58,512.06,21.82,49.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.17,77.66,724.96,170.5,13.76,66.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.91,40.54,803.73,189.59,27.62,52.95,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.8,5.0,635.06,288.37,32.95,39.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.86,93.95,665.23,343.76,28.53,79.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.68,41.48,774.0,544.17,34.96,56.8,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.24,76.17,800.52,10.0,32.15,44.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.06,26.26,748.95,373.89,36.51,34.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.64,60.72,1176.34,361.45,33.8,35.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.07,71.18,502.32,229.43,25.99,49.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
75.23,79.4,733.95,368.09,28.33,83.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
97.47,30.98,356.59,390.14,23.66,46.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.93,111.89,843.02,42.71,26.85,76.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.86,49.11,471.19,512.46,28.31,53.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.33,11.39,680.42,16.19,27.58,37.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.49,66.18,656.98,79.7,34.71,47.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.93,71.2,820.22,210.73,26.35,35.79,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.5,75.62,611.8,538.74,23.34,42.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.96,117.67,601.17,203.76,23.65,41.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
6.39,61.72,1108.96,245.21,31.28,26.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.03,65.81,821.14,464.81,20.98,77.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.9,31.39,609.74,204.95,26.99,58.17,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.81,98.72,687.29,73.23,34.64,44.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.13,76.45,1161.34,187.41,29.46,58.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.86,55.3,691.21,455.62,27.63,42.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.76,5.0,577.68,260.63,27.82,15.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
15.04,120.55,578.75,539.6,22.85,95.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
64.61,27.03,612.72,360.69,23.71,57.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.65,49.31,601.38,153.28,27.02,46.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.76,82.54,430.09,257.66,29.36,25.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.87,28.12,468.95,122.02,32.74,32.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
11.93,17.73,542.67,149.74,28.46,79.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.56,5.0,897.89,921.86,34.76,77.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.16,95.23,654.69,402.79,36.03,66.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.31,50.92,698.21,379.16,31.98,38.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.23,172.45,1067.52,156.52,34.12,77.65,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
101.38,35.2,1073.75,485.44,23.05,61.75,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
24.06,37.75,679.47,414.91,22.25,64.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.73,50.21,592.28,532.24,30.59,61.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.42,78.51,533.89,524.97,21.29,32.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.11,53.54,923.19,28.14,26.55,37.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.07,91.43,698.82,83.52,31.86,47.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
69.73,35.75,653.38,99.43,35.07,64.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
75.51,21.64,546.58,108.41,26.73,34.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.73,7.06,557.58,298.52,24.75,52.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.19,5.0,830.01,164.98,29.6,52.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.79,51.87,421.14,560.89,22.63,66.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.19,59.47,998.72,535.7,27.13,65.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.82,47.9,616.54,249.03,27.96,39.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.07,113.52,712.59,543.3,27.86,76.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.11,112.98,415.76,473.22,28.44,37.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.69,58.28,746.91,182.39,23.83,71.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
84.9,7.21,667.92,10.0,24.37,46.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.68,50.17,737.48,217.3,24.26,57.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
